Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.0879E-3,87.566760864,0.997049933,0.003673186,0.780821918,0.888888889
2.10711E-3,87.777472072,0.997203948,0.00357391,0.780821918,0.888888889
2.13292E-3,88.20377875,0.997398206,0.00337536,0.794520548,0.888888889
2.14488E-3,88.418267215,0.997483648,0.003276085,0.794520548,0.888888889
2.20828E-3,88.6390953,0.997891633,0.003176809,0.794520548,0.888888889
2.21577E-3,88.860672705,0.997935258,0.003077534,0.808219178,0.888888889
2.35056E-3,89.095728209,0.998582462,0.002978259,0.821917808,0.916666667
2.40311E-3,89.336039663,0.99877583,0.002878983,0.821917808,0.930555556
2.42091E-3,89.578130669,0.998835133,0.002779708,0.821917808,0.930555556
2.54058E-3,89.832188653,0.999165824,0.002680433,0.821917808,0.972222222
2.62307E-3,90.094495293,0.999337329,0.002581158,0.821917808,0.972222222
2.66497E-3,90.344727274,0.999410451,0.002481882,0.821917808,0.972222222
2.71154E-3,90.632422832,0.99948229,0.002382607,0.835616438,0.986111111
2.84813E-3,90.917235443,0.999646357,0.002283332,0.849315068,1
2.89727E-3,91.206962675,0.999691676,0.002184056,0.849315068,1
2.91412E-3,91.498374549,0.999705834,0.002084781,0.849315068,1
2.91864E-3,91.790238324,0.99970952,0.001985506,0.849315068,1
2.94875E-3,92.085113354,0.99973293,0.001886231,0.849315068,1
3.04386E-3,92.389499064,0.99979518,0.001786955,0.849315068,1
3.08848E-3,92.698346889,0.999819158,0.00168768,0.849315068,1
3.17752E-3,93.016098884,0.999858942,0.001588405,0.849315068,1
3.27866E-3,93.343965183,0.999893628,0.001489129,0.849315068,1
3.31258E-3,93.675223065,0.999903233,0.001389854,0.849315068,1
3.36078E-3,94.011301385,0.999915411,0.001290579,0.863013699,1
3.5707E-3,94.368371503,0.99995291,0.001191303,0.876712329,1
3.74083E-3,94.742454751,0.999970707,0.001092028,0.890410959,1
3.78182E-3,95.120636312,0.999973873,0.000992753,0.890410959,1
3.80873E-3,95.501508894,0.999975763,0.000893478,0.890410959,1
3.91276E-3,95.892784839,0.999981869,0.000794202,0.890410959,1
3.97346E-3,96.290130816,0.999984694,0.000694927,0.904109589,1
4.03087E-3,96.69321742,0.99998696,0.000595652,0.917808219,1
4.15978E-3,97.109195622,0.9999909,0.000496376,0.931506849,1
4.95364E-3,97.604559547,0.999999007,0.000397101,0.945205479,1
7.07642E-3,98.312201292,0.999999997,0.000297826,0.95890411,1
7.43251E-3,99.055452428,0.999999999,0.000198551,0.97260274,1
9.44548E-3,100,1,0.000099275,0.98630137,1
9.44548E-3,100,1,0,0.98630137,1
